"site_code","sample_date","comments","flags","display_name","count","immature","winged","size","observer","trap_name","trap_count"
"ALFPOW",2002-09-30,NA,NA,"Cicadellidae",1,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2002-09-30,NA,NA,"Cicadellidae",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2002-09-30,NA,NA,"Diptera",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2002-09-30,NA,NA,"Diptera",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2002-09-30,NA,NA,"Formicidae",1,NA,"TRUE","not measured","MATS","E9",10
"ALFPOW",2002-09-30,NA,NA,"Formicidae",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2002-09-30,NA,NA,"Formicidae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2002-09-30,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2002-09-30,NA,NA,"Gryllidae",1,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2002-09-30,NA,NA,"Hymenoptera",2,NA,"TRUE","not measured","MATS","E9",10
"ALFPOW",2002-09-30,NA,NA,"Labidura riparia",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2002-09-30,NA,NA,"Latridiidae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2002-09-30,NA,NA,"Lycosa",2,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2002-09-30,NA,NA,"Lycosa",2,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2002-09-30,NA,NA,"Miridae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",13,"TRUE",NA,"not measured","MATS","E3",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",1,"TRUE",NA,"not measured","MATS","E1",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",29,"TRUE",NA,"not measured","MATS","E10",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",1,"TRUE",NA,"not measured","MATS","E2",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",22,"TRUE",NA,"not measured","MATS","E4",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",75,"TRUE",NA,"not measured","MATS","E5",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",93,"TRUE",NA,"not measured","MATS","E6",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",69,"TRUE",NA,"not measured","MATS","E7",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",1,"TRUE",NA,"not measured","MATS","E8",10
"ALFPOW",2002-09-30,NA,NA,"Psocodea",8,"TRUE",NA,"not measured","MATS","E9",10
"ALFPOW",2002-09-30,NA,NA,"Staphylinidae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2002-09-30,NA,NA,"Tenebrionidae",1,NA,NA,"between 5 and 10 mm","MATS","E9",10
"ALFPOW",2003-01-20,NA,NA,"Acari",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-01-20,NA,NA,"Anthicidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-01-20,NA,NA,"Aphididae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-01-20,NA,NA,"Aphididae",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-01-20,NA,NA,"Aphididae",1,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-01-20,NA,NA,"Caponiidae",25,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-01-20,NA,NA,"Chrysomelidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-01-20,NA,NA,"Chrysomelidae",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-01-20,NA,NA,"Chrysomelidae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-01-20,NA,NA,"Coccinellidae",1,"TRUE",NA,"not measured","MATS","E6",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",128,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",6,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",16,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",12,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",424,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",70,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",236,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",234,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-01-20,NA,NA,"Collembola",365,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-01-20,NA,NA,"Diptera",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-01-20,NA,NA,"Formicidae",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-01-20,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-01-20,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-01-20,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-01-20,NA,NA,"Labidura riparia",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-01-20,NA,NA,"Lycosa",2,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-01-20,NA,NA,"Lycosa",2,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-01-20,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-01-20,NA,NA,"Miridae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-01-20,NA,NA,"Thysanoptera",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",186,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",230,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",78,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",582,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",460,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",65,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",86,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",69,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",244,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-04-07,NA,NA,"Aphididae",171,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-04-07,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E8",10
"ALFPOW",2003-04-07,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E6",10
"ALFPOW",2003-04-07,NA,NA,"Carabidae",2,NA,NA,"between 5 and 10 mm","MATS","E4",10
"ALFPOW",2003-04-07,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E4",10
"ALFPOW",2003-04-07,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E3",10
"ALFPOW",2003-04-07,NA,NA,"Carabidae",1,NA,NA,"greater than 10 mm","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Carabidae",3,NA,NA,"greater than 10 mm","MATS","E10",10
"ALFPOW",2003-04-07,NA,NA,"Cicadellidae",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-04-07,NA,NA,"Coccinellidae",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-04-07,NA,NA,"Coccinellidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-04-07,NA,NA,"Collembola",85,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-04-07,NA,NA,"Collembola",12,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-04-07,NA,NA,"Collembola",19,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-04-07,NA,NA,"Collembola",23,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-04-07,NA,NA,"Collembola",3,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-04-07,NA,NA,"Collembola",29,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-04-07,NA,NA,"Collembola",264,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Diptera",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Formicidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-04-07,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Hymenoptera",1,NA,"TRUE","not measured","MATS","E4",10
"ALFPOW",2003-04-07,NA,NA,"Hymenoptera",1,NA,"TRUE","not measured","MATS","E8",10
"ALFPOW",2003-04-07,NA,NA,"Labidura riparia",1,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-04-07,NA,NA,"Labidura riparia",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Lepidoptera",1,"TRUE",NA,"not measured","MATS","E3",10
"ALFPOW",2003-04-07,NA,NA,"Lycosa",4,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-04-07,NA,NA,"Lycosa",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-04-07,NA,NA,"Lycosa",2,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Lygaeidae",1,"TRUE",NA,"not measured","MATS","E3",10
"ALFPOW",2003-04-07,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-04-07,NA,NA,"Lygaeidae",2,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-04-07,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-04-07,NA,NA,"Miridae",3,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Pronotacantha",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-04-07,NA,NA,"Psocodea",2,"TRUE",NA,"not measured","MATS","E3",10
"ALFPOW",2003-04-07,NA,NA,"Staphylinidae",1,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-04-07,NA,NA,"Staphylinidae",2,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Tenebrionidae",2,NA,NA,"between 2 and 5 mm","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Tenebrionidae",1,NA,NA,"between 5 and 10 mm","MATS","E8",10
"ALFPOW",2003-04-07,NA,NA,"Tenebrionidae",2,NA,NA,"between 5 and 10 mm","MATS","E4",10
"ALFPOW",2003-04-07,NA,NA,"Thysanoptera",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-04-07,NA,NA,"Thysanoptera",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Acari",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Acari",7,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Acari",2,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-06-26,NA,NA,"Anthicidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-06-26,NA,NA,"Blattidae",3,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Carabidae",3,NA,NA,"between 2 and 5 mm","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Carabidae",1,NA,NA,"greater than 10 mm","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Carabidae",3,NA,NA,"between 2 and 5 mm","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E6",10
"ALFPOW",2003-06-26,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Carabidae",3,NA,NA,"between 2 and 5 mm","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Cicadellidae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Cicadellidae",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Cicadellidae",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Cicadellidae",2,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Cicadellidae",1,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Cicadellidae",2,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Coleoptera",2,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",13,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",1,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",32,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",61,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",71,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",8,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",40,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",30,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-06-26,NA,NA,"Collembola",10,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Curculionidae",1,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Diptera",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",6,NA,"TRUE","not measured","MATS","E2",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",6,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",721,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",1,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",1,NA,"TRUE","not measured","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",3,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",6,NA,"TRUE","not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",124,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",2,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Formicidae",1,NA,"TRUE","not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",2,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",3,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",2,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",7,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",2,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",4,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-06-26,NA,NA,"Gryllacrididae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Gryllidae",9,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Gryllidae",2,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Gryllidae",2,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Gryllidae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-06-26,NA,NA,"Hymenoptera",1,NA,"TRUE","not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Hymenoptera",2,NA,"TRUE","not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Hymenoptera",1,NA,"TRUE","not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Labidura riparia",3,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Labidura riparia",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-06-26,NA,NA,"Labidura riparia",4,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Labidura riparia",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-06-26,NA,NA,"Labidura riparia",3,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Labidura riparia",1,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Labidura riparia",2,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Lycosa",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Lycosa",16,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Lycosa",8,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Lycosa",1,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Lycosa",49,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-06-26,NA,NA,"Lycosa",1,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",6,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",29,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",13,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",2,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-06-26,NA,NA,"Lygaeidae",6,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Melyridae",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Miridae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Miridae",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-06-26,NA,NA,"Miridae",1,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Psocodea",2,"TRUE",NA,"not measured","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Psocodea",2,"TRUE",NA,"not measured","MATS","E4",10
"ALFPOW",2003-06-26,NA,NA,"Tenebrionidae",2,NA,NA,"between 5 and 10 mm","MATS","E9",10
"ALFPOW",2003-06-26,NA,NA,"Tenebrionidae",2,NA,NA,"between 5 and 10 mm","MATS","E3",10
"ALFPOW",2003-06-26,NA,NA,"Tenebrionidae",1,NA,NA,"between 5 and 10 mm","MATS","E7",10
"ALFPOW",2003-06-26,NA,NA,"Tenebrionidae",2,NA,NA,"between 5 and 10 mm","MATS","E1",10
"ALFPOW",2003-08-18,NA,NA,"Acari",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Acari",2,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-08-18,NA,NA,"Acari",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-08-18,NA,NA,"Acari",6,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Acari",6,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-08-18,NA,NA,"Blattidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-08-18,NA,NA,"Blattidae",4,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-08-18,NA,NA,"Blattidae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-08-18,NA,NA,"Blattidae",3,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Blattidae",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Blattidae",1,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Carabidae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-08-18,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E3",10
"ALFPOW",2003-08-18,NA,NA,"Carabidae",1,NA,NA,"between 2 and 5 mm","MATS","E7",10
"ALFPOW",2003-08-18,NA,NA,"Carabidae",1,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Carabidae",4,NA,NA,"between 2 and 5 mm","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Cicadellidae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Collembola",6,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-08-18,NA,NA,"Collembola",1,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-08-18,NA,NA,"Collembola",26,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Collembola",9,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-08-18,NA,NA,"Collembola",3,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Collembola",8,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-08-18,NA,NA,"Cydnidae",2,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Formicidae",1,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-08-18,NA,NA,"Formicidae",3,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Formicidae",13,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-08-18,NA,NA,"Formicidae",4,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Formicidae",5,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-08-18,NA,NA,"Formicidae",6,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Formicidae",2,NA,NA,"not measured","MATS","E1",10
"ALFPOW",2003-08-18,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-08-18,NA,NA,"Gnaphosidae",5,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-08-18,NA,NA,"Gnaphosidae",2,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Gnaphosidae",2,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-08-18,NA,NA,"Gnaphosidae",3,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-08-18,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Gnaphosidae",2,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Gnaphosidae",1,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-08-18,NA,NA,"Gryllidae",4,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-08-18,NA,NA,"Gryllidae",5,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Gryllidae",12,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-08-18,NA,NA,"Gryllidae",12,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-08-18,NA,NA,"Gryllidae",1,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-08-18,NA,NA,"Gryllidae",1,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-08-18,NA,NA,"Gryllidae",3,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Gryllidae",9,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",15,NA,NA,"not measured","MATS","E3",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",18,NA,NA,"not measured","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",10,NA,NA,"not measured","MATS","E10",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",16,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",12,NA,NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",16,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",7,NA,NA,"not measured","MATS","E2",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",11,NA,NA,"not measured","MATS","E6",10
"ALFPOW",2003-08-18,NA,NA,"Labidura riparia",12,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-08-18,NA,NA,"Lepidoptera",4,"TRUE",NA,"not measured","MATS","E4",10
"ALFPOW",2003-08-18,NA,NA,"Lepidoptera",3,"TRUE",NA,"not measured","MATS","E5",10
"ALFPOW",2003-08-18,NA,NA,"Lepidoptera",1,"TRUE",NA,"not measured","MATS","E3",10
"ALFPOW",2003-08-18,NA,NA,"Lepidoptera",1,"TRUE",NA,"not measured","MATS","E2",10
"ALFPOW",2003-08-18,NA,NA,"Lepismatidae",1,NA,NA,"not measured","MATS","E8",10
"ALFPOW",2003-08-18,NA,NA,"Lycosa",8,NA,NA,"not measured","MATS","E7",10
"ALFPOW",2003-08-18,NA,NA,"Lycosa",2,NA,NA,"not measured","MATS","E9",10
"ALFPOW",2003-08-18,NA,NA,"Lycosa",3,NA,NA,"not measured","MATS","E8",10
