site_code,status,lat,long,segment_start,segment_end,land_use_class,nlcd_code,nlcd_snapshot_year
7-11B,Sampled to study end,33.43461,-112.08698,2016-12-29,2019-01-01,"Developed, high intensity",24,2016
7-11B,Sampled to study end,33.43461,-112.08698,2019-01-01,2021-01-01,"Developed, high intensity",24,2019
7-11B,Sampled to study end,33.43461,-112.08698,2021-01-01,2025-04-02,"Developed, high intensity",24,2021
7-11C,Sampled to study end,33.4358,-112.0923,2016-12-29,2019-01-01,"Developed, low intensity",22,2016
7-11C,Sampled to study end,33.4358,-112.0923,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
7-11C,Sampled to study end,33.4358,-112.0923,2021-01-01,2025-04-02,"Developed, medium intensity",23,2021
AA-9,Sampled to study end,33.7227922235445,-111.831559366856,2016-12-20,2019-01-01,"Developed, low intensity",22,2016
AA-9,Sampled to study end,33.7227922235445,-111.831559366856,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
AA-9,Sampled to study end,33.7227922235445,-111.831559366856,2021-01-01,2025-04-23,"Developed, low intensity",22,2021
AA-9B,Sampled to study end,33.65827,-111.88552,2016-12-20,2019-01-01,"Developed, low intensity",22,2016
AA-9B,Sampled to study end,33.65827,-111.88552,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
AA-9B,Sampled to study end,33.65827,-111.88552,2021-01-01,2025-04-23,"Developed, low intensity",22,2021
AA-9C,Sampled to study end,33.66616,-111.88956,2016-12-20,2019-01-01,"Developed, open space",21,2016
AA-9C,Sampled to study end,33.66616,-111.88956,2019-01-01,2021-01-01,"Developed, open space",21,2019
AA-9C,Sampled to study end,33.66616,-111.88956,2021-01-01,2025-04-23,"Developed, open space",21,2021
IBWA,Sampled to study end,33.47343,-111.91157,2016-12-28,2019-01-01,"Developed, medium intensity",23,2016
IBWA,Sampled to study end,33.47343,-111.91157,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
IBWA,Sampled to study end,33.47343,-111.91157,2021-01-01,2025-04-25,"Developed, medium intensity",23,2021
IBWB,Sampled to study end,33.47124,-111.91148,2016-12-28,2019-01-01,"Developed, medium intensity",23,2016
IBWB,Sampled to study end,33.47124,-111.91148,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
IBWB,Sampled to study end,33.47124,-111.91148,2021-01-01,2025-04-25,"Developed, medium intensity",23,2021
IBWC,Sampled to study end,33.4696,-111.91415,2016-12-28,2019-01-01,"Developed, low intensity",22,2016
IBWC,Sampled to study end,33.4696,-111.91415,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
IBWC,Sampled to study end,33.4696,-111.91415,2021-01-01,2025-04-25,"Developed, low intensity",22,2021
PWRA,Sampled to study end,33.20731,-111.70968,2017-01-24,2019-01-01,"Developed, open space",21,2016
PWRA,Sampled to study end,33.20731,-111.70968,2019-01-01,2021-01-01,"Developed, open space",21,2019
PWRA,Sampled to study end,33.20731,-111.70968,2021-01-01,2025-04-30,"Developed, open space",21,2021
PWRB,Sampled to study end,33.24183,-111.71894,2017-01-24,2019-01-01,"Developed, high intensity",24,2016
PWRB,Sampled to study end,33.24183,-111.71894,2019-01-01,2021-01-01,"Developed, high intensity",24,2019
PWRB,Sampled to study end,33.24183,-111.71894,2021-01-01,2025-04-30,"Developed, high intensity",24,2021
PWRC,Sampled to study end,33.25643,-111.75764,2017-01-24,2019-01-01,"Developed, open space",21,2016
PWRC,Sampled to study end,33.25643,-111.75764,2019-01-01,2021-01-01,"Developed, open space",21,2019
PWRC,Sampled to study end,33.25643,-111.75764,2021-01-01,2025-04-30,"Developed, open space",21,2021
Q-15,Sampled to study end,33.5063944266923,-112.256579389108,2016-12-21,2019-01-01,"Developed, low intensity",22,2016
Q-15,Sampled to study end,33.5063944266923,-112.256579389108,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
Q-15,Sampled to study end,33.5063944266923,-112.256579389108,2021-01-01,2025-04-03,"Developed, low intensity",22,2021
Q-15B,Sampled to study end,33.50165,-112.266,2016-12-21,2019-01-01,"Developed, low intensity",22,2016
Q-15B,Sampled to study end,33.50165,-112.266,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
Q-15B,Sampled to study end,33.50165,-112.266,2021-01-01,2025-04-03,"Developed, low intensity",22,2021
Q-15C,Sampled to study end,33.49738,-112.25745,2016-12-21,2019-01-01,"Developed, medium intensity",23,2016
Q-15C,Sampled to study end,33.49738,-112.25745,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
Q-15C,Sampled to study end,33.49738,-112.25745,2021-01-01,2025-04-03,"Developed, medium intensity",23,2021
R-18,Sampled to study end,33.418739777382,-112.198706101637,2016-12-23,2019-01-01,"Developed, low intensity",22,2016
R-18,Sampled to study end,33.418739777382,-112.198706101637,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
R-18,Sampled to study end,33.418739777382,-112.198706101637,2021-01-01,2025-04-12,"Developed, low intensity",22,2021
R-18B,Sampled to study end,33.41015,-112.21421,2016-12-23,2019-01-01,"Developed, low intensity",22,2016
R-18B,Sampled to study end,33.41015,-112.21421,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
R-18B,Sampled to study end,33.41015,-112.21421,2021-01-01,2025-04-12,"Developed, low intensity",22,2021
R-18C,Sampled to study end,33.39753,-112.17001,2016-12-23,2019-01-01,"Developed, low intensity",22,2016
R-18C,Sampled to study end,33.39753,-112.17001,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
R-18C,Sampled to study end,33.39753,-112.17001,2021-01-01,2025-04-12,"Developed, low intensity",22,2021
TRSA,Sampled to study end,33.43389,-112.24509,2016-12-21,2019-01-01,"Developed, medium intensity",23,2016
TRSA,Sampled to study end,33.43389,-112.24509,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
TRSA,Sampled to study end,33.43389,-112.24509,2021-01-01,2025-04-07,"Developed, medium intensity",23,2021
TRSB,Sampled to study end,33.42514,-112.28805,2016-12-21,2019-01-01,"Developed, low intensity",22,2016
TRSB,Sampled to study end,33.42514,-112.28805,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
TRSB,Sampled to study end,33.42514,-112.28805,2021-01-01,2025-04-07,"Developed, low intensity",22,2021
TRSC,Sampled to study end,33.40209,-112.27385,2016-12-21,2019-01-01,"Developed, medium intensity",23,2016
TRSC,Sampled to study end,33.40209,-112.27385,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
TRSC,Sampled to study end,33.40209,-112.27385,2021-01-01,2025-04-07,"Developed, medium intensity",23,2021
U-18,Sampled to study end,33.4012860120768,-112.09064820221,2017-01-04,2019-01-01,"Developed, low intensity",22,2016
U-18,Sampled to study end,33.4012860120768,-112.09064820221,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
U-18,Sampled to study end,33.4012860120768,-112.09064820221,2021-01-01,2025-04-15,"Developed, low intensity",22,2021
U-18B,Sampled to study end,33.40558,-112.09829,2017-01-04,2019-01-01,"Developed, low intensity",22,2016
U-18B,Sampled to study end,33.40558,-112.09829,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
U-18B,Sampled to study end,33.40558,-112.09829,2021-01-01,2025-04-15,"Developed, low intensity",22,2021
U-18C,Sampled to study end,33.40068,-112.09386,2017-01-04,2019-01-01,"Developed, low intensity",22,2016
U-18C,Sampled to study end,33.40068,-112.09386,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
U-18C,Sampled to study end,33.40068,-112.09386,2021-01-01,2025-04-15,"Developed, low intensity",22,2021
U-21,Sampled to study end,33.31905,-112.0597,2017-01-19,2019-01-01,"Developed, medium intensity",23,2016
U-21,Sampled to study end,33.31905,-112.0597,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
U-21,Sampled to study end,33.31905,-112.0597,2021-01-01,2025-04-29,"Developed, medium intensity",23,2021
U-21B,Sampled to study end,33.3071,-112.08096,2017-01-19,2019-01-01,"Developed, medium intensity",23,2016
U-21B,Sampled to study end,33.3071,-112.08096,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
U-21B,Sampled to study end,33.3071,-112.08096,2021-01-01,2025-04-29,"Developed, medium intensity",23,2021
U-21C,Sampled to study end,33.30652,-112.04609,2017-01-26,2019-01-01,"Developed, low intensity",22,2016
U-21C,Sampled to study end,33.30652,-112.04609,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
U-21C,Sampled to study end,33.30652,-112.04609,2021-01-01,2025-04-29,"Developed, low intensity",22,2021
V-14B,Sampled to study end,33.54785,-112.05521,2016-12-30,2019-01-01,"Developed, medium intensity",23,2016
V-14B,Sampled to study end,33.54785,-112.05521,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
V-14B,Sampled to study end,33.54785,-112.05521,2021-01-01,2025-04-04,"Developed, medium intensity",23,2021
V-14C,Sampled to study end,33.54601,-112.05283,2016-12-30,2019-01-01,"Developed, high intensity",24,2016
V-14C,Sampled to study end,33.54601,-112.05283,2019-01-01,2021-01-01,"Developed, high intensity",24,2019
V-14C,Sampled to study end,33.54601,-112.05283,2021-01-01,2025-04-04,"Developed, high intensity",24,2021
W-15B,Sampled to study end,33.51892,-111.99351,2016-12-21,2019-01-01,"Developed, low intensity",22,2016
W-15B,Sampled to study end,33.51892,-111.99351,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
W-15B,Sampled to study end,33.51892,-111.99351,2021-01-01,2025-04-24,"Developed, low intensity",22,2021
W-15C,Sampled to study end,33.52015,-111.97997,2016-12-21,2019-01-01,"Developed, open space",21,2016
W-15C,Sampled to study end,33.52015,-111.97997,2019-01-01,2021-01-01,"Developed, open space",21,2019
W-15C,Sampled to study end,33.52015,-111.97997,2021-01-01,2025-04-24,"Developed, open space",21,2021
X-17,Sampled to study end,33.4255927446935,-111.959822,2016-12-28,2019-01-01,"Developed, medium intensity",23,2016
X-17,Sampled to study end,33.4255927446935,-111.959822,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
X-17,Sampled to study end,33.4255927446935,-111.959822,2021-01-01,2025-04-25,"Developed, medium intensity",23,2021
X-17B,Sampled to study end,33.42544,-111.95321,2016-12-28,2019-01-01,"Developed, medium intensity",23,2016
X-17B,Sampled to study end,33.42544,-111.95321,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
X-17B,Sampled to study end,33.42544,-111.95321,2021-01-01,2025-04-25,"Developed, medium intensity",23,2021
X-17C,Sampled to study end,33.42789,-111.9551,2016-12-28,2019-01-01,"Developed, medium intensity",23,2016
X-17C,Sampled to study end,33.42789,-111.9551,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
X-17C,Sampled to study end,33.42789,-111.9551,2021-01-01,2025-04-25,"Developed, medium intensity",23,2021
Ave35_dwn_B1,Sampled to study end,33.4119545761495,-112.134755216538,2013-01-09,2016-01-01,Shrub/scrub,52,2011
Ave35_dwn_B1,Sampled to study end,33.4119545761495,-112.134755216538,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Ave35_dwn_B1,Sampled to study end,33.4119545761495,-112.134755216538,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Ave35_dwn_B1,Sampled to study end,33.4119545761495,-112.134755216538,2021-01-01,2025-04-11,Shrub/scrub,52,2021
Ave67_dwn_B1,Sampled to study end,33.39764256,-112.20402578,2016-04-05,2019-01-01,Shrub/scrub,52,2016
Ave67_dwn_B1,Sampled to study end,33.39764256,-112.20402578,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Ave67_dwn_B1,Sampled to study end,33.39764256,-112.20402578,2021-01-01,2025-04-11,Shrub/scrub,52,2021
Ave67_mid_B1,Retired early,33.39613692,-112.20127241,2013-04-11,2016-01-01,Shrub/scrub,52,2011
Ave67_mid_B1,Retired early,33.39613692,-112.20127241,2016-01-01,2016-01-20,Shrub/scrub,52,2016
BM_mid_B2,Sampled to study end,33.38249101,-112.30335401,2013-01-09,2016-01-01,Woody wetlands,90,2011
BM_mid_B2,Sampled to study end,33.38249101,-112.30335401,2016-01-01,2019-01-01,Woody wetlands,90,2016
BM_mid_B2,Sampled to study end,33.38249101,-112.30335401,2019-01-01,2021-01-01,Woody wetlands,90,2019
BM_mid_B2,Sampled to study end,33.38249101,-112.30335401,2021-01-01,2025-04-11,Woody wetlands,90,2021
Price_up_B1,Sampled to study end,33.43850191,-111.88609801,2013-01-10,2016-01-01,Cultivated crops,82,2011
Price_up_B1,Sampled to study end,33.43850191,-111.88609801,2016-01-01,2019-01-01,Cultivated crops,82,2016
Price_up_B1,Sampled to study end,33.43850191,-111.88609801,2019-01-01,2021-01-01,Cultivated crops,82,2019
Price_up_B1,Sampled to study end,33.43850191,-111.88609801,2021-01-01,2025-04-24,Cultivated crops,82,2021
Priest_dwn_B1,Sampled to study end,33.43576689,-111.96029671,2013-01-10,2016-01-01,Shrub/scrub,52,2011
Priest_dwn_B1,Sampled to study end,33.43576689,-111.96029671,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Priest_dwn_B1,Sampled to study end,33.43576689,-111.96029671,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Priest_dwn_B1,Sampled to study end,33.43576689,-111.96029671,2021-01-01,2025-04-24,Shrub/scrub,52,2021
Rio_mid_B2,Sampled to study end,33.42176526,-112.07501513,2013-01-10,2016-01-01,Shrub/scrub,52,2011
Rio_mid_B2,Sampled to study end,33.42176526,-112.07501513,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Rio_mid_B2,Sampled to study end,33.42176526,-112.07501513,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Rio_mid_B2,Sampled to study end,33.42176526,-112.07501513,2021-01-01,2025-04-24,Shrub/scrub,52,2021
Tonto_up_B1,Sampled to study end,33.5585114,-111.60882633,2013-01-21,2016-01-01,Woody wetlands,90,2011
Tonto_up_B1,Sampled to study end,33.5585114,-111.60882633,2016-01-01,2019-01-01,Woody wetlands,90,2016
Tonto_up_B1,Sampled to study end,33.5585114,-111.60882633,2019-01-01,2021-01-01,Woody wetlands,90,2019
Tonto_up_B1,Sampled to study end,33.5585114,-111.60882633,2021-01-01,2025-04-22,Woody wetlands,90,2021
DBG,Sampled to study end,33.45716,-111.94313,2016-12-21,2019-01-01,Shrub/scrub,52,2016
DBG,Sampled to study end,33.45716,-111.94313,2019-01-01,2021-01-01,Shrub/scrub,52,2019
DBG,Sampled to study end,33.45716,-111.94313,2021-01-01,2025-04-24,Shrub/scrub,52,2021
EMP,Sampled to study end,33.36277,-112.37363,2018-01-06,2019-01-01,Shrub/scrub,52,2016
EMP,Sampled to study end,33.36277,-112.37363,2019-01-01,2021-01-01,Shrub/scrub,52,2019
EMP,Sampled to study end,33.36277,-112.37363,2021-01-01,2025-04-12,Shrub/scrub,52,2021
PWP,Sampled to study end,33.56412,-112.01406,2016-12-30,2019-01-01,Shrub/scrub,52,2016
PWP,Sampled to study end,33.56412,-112.01406,2019-01-01,2021-01-01,Shrub/scrub,52,2019
PWP,Sampled to study end,33.56412,-112.01406,2021-01-01,2025-04-04,Shrub/scrub,52,2021
SMW,Sampled to study end,33.34228,-112.07801,2017-01-04,2019-01-01,Shrub/scrub,52,2016
SMW,Sampled to study end,33.34228,-112.07801,2019-01-01,2021-01-01,Shrub/scrub,52,2019
SMW,Sampled to study end,33.34228,-112.07801,2021-01-01,2025-04-15,Shrub/scrub,52,2021
SRR,Sampled to study end,33.54671,-111.57948,2017-01-18,2019-01-01,Shrub/scrub,52,2016
SRR,Sampled to study end,33.54671,-111.57948,2019-01-01,2021-01-01,Shrub/scrub,52,2019
SRR,Sampled to study end,33.54671,-111.57948,2021-01-01,2025-04-22,Shrub/scrub,52,2021
UMP,Sampled to study end,33.46646,-111.61554,2017-01-18,2019-01-01,Shrub/scrub,52,2016
UMP,Sampled to study end,33.46646,-111.61554,2019-01-01,2021-01-01,Shrub/scrub,52,2019
UMP,Sampled to study end,33.46646,-111.61554,2021-01-01,2025-04-22,Shrub/scrub,52,2021
WTM,Sampled to study end,33.60488,-112.49995,2016-12-21,2019-01-01,Shrub/scrub,52,2016
WTM,Sampled to study end,33.60488,-112.49995,2019-01-01,2021-01-01,Shrub/scrub,52,2019
WTM,Sampled to study end,33.60488,-112.49995,2021-01-01,2025-04-03,Shrub/scrub,52,2021
EE-15A,Retired early,33.3844927,-111.94664729,2000-11-14,2001-01-01,Shrub/scrub,52,2001
EE-15A,Retired early,33.3844927,-111.94664729,2001-01-01,2006-01-01,Shrub/scrub,52,2001
EE-15A,Retired early,33.3844927,-111.94664729,2006-01-01,2011-01-01,Shrub/scrub,52,2006
EE-15A,Retired early,33.3844927,-111.94664729,2011-01-01,2016-01-01,Shrub/scrub,52,2011
EE-15A,Retired early,33.3844927,-111.94664729,2016-01-01,2016-05-09,Shrub/scrub,52,2016
EE-6A,Retired early,33.61083702,-112.25106619,2000-10-18,2001-01-01,Cultivated crops,82,2001
EE-6A,Retired early,33.61083702,-112.25106619,2001-01-01,2006-01-01,Cultivated crops,82,2001
EE-6A,Retired early,33.61083702,-112.25106619,2006-01-01,2011-01-01,Cultivated crops,82,2006
EE-6A,Retired early,33.61083702,-112.25106619,2011-01-01,2016-01-01,Cultivated crops,82,2011
EE-6A,Retired early,33.61083702,-112.25106619,2016-01-01,2016-04-21,Cultivated crops,82,2016
EE-7C,Retired early,33.60987126,-112.10832196,2000-10-07,2001-01-01,"Developed, low intensity",22,2001
EE-7C,Retired early,33.60987126,-112.10832196,2001-01-01,2006-01-01,"Developed, low intensity",22,2001
EE-7C,Retired early,33.60987126,-112.10832196,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
EE-7C,Retired early,33.60987126,-112.10832196,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
EE-7C,Retired early,33.60987126,-112.10832196,2016-01-01,2016-05-02,"Developed, low intensity",22,2016
EN-4B,Retired early,33.73959387,-112.68089849,2000-11-16,2001-01-01,Shrub/scrub,52,2001
EN-4B,Retired early,33.73959387,-112.68089849,2001-01-01,2006-01-01,Shrub/scrub,52,2001
EN-4B,Retired early,33.73959387,-112.68089849,2006-01-01,2011-01-01,Shrub/scrub,52,2006
EN-4B,Retired early,33.73959387,-112.68089849,2011-01-01,2016-01-01,Shrub/scrub,52,2011
EN-4B,Retired early,33.73959387,-112.68089849,2016-01-01,2016-04-04,Shrub/scrub,52,2016
EN-7B,Retired early,33.81620287,-111.97260135,2000-11-10,2001-01-01,Shrub/scrub,52,2001
EN-7B,Retired early,33.81620287,-111.97260135,2001-01-01,2006-01-01,Shrub/scrub,52,2001
EN-7B,Retired early,33.81620287,-111.97260135,2006-01-01,2011-01-01,Shrub/scrub,52,2006
EN-7B,Retired early,33.81620287,-111.97260135,2011-01-01,2016-01-01,Shrub/scrub,52,2011
EN-7B,Retired early,33.81620287,-111.97260135,2016-01-01,2016-05-04,Shrub/scrub,52,2016
PE-10B,Retired early,33.38940105,-112.25664033,2000-10-30,2001-01-01,Woody wetlands,90,2001
PE-10B,Retired early,33.38940105,-112.25664033,2001-01-01,2006-01-01,Woody wetlands,90,2001
PE-10B,Retired early,33.38940105,-112.25664033,2006-01-01,2011-01-01,Woody wetlands,90,2006
PE-10B,Retired early,33.38940105,-112.25664033,2011-01-01,2016-01-01,Woody wetlands,90,2011
PE-10B,Retired early,33.38940105,-112.25664033,2016-01-01,2016-05-05,Woody wetlands,90,2016
PE-11A,Retired early,33.362931,-111.7351686,2000-11-02,2001-01-01,"Developed, low intensity",22,2001
PE-11A,Retired early,33.362931,-111.7351686,2001-01-01,2006-01-01,"Developed, low intensity",22,2001
PE-11A,Retired early,33.362931,-111.7351686,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
PE-11A,Retired early,33.362931,-111.7351686,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
PE-11A,Retired early,33.362931,-111.7351686,2016-01-01,2016-05-12,"Developed, low intensity",22,2016
PE-13A,Retired early,33.59830306,-112.06876055,2000-10-07,2001-01-01,Shrub/scrub,52,2001
PE-13A,Retired early,33.59830306,-112.06876055,2001-01-01,2006-01-01,Shrub/scrub,52,2001
PE-13A,Retired early,33.59830306,-112.06876055,2006-01-01,2011-01-01,Shrub/scrub,52,2006
PE-13A,Retired early,33.59830306,-112.06876055,2011-01-01,2016-01-01,Shrub/scrub,52,2011
PE-13A,Retired early,33.59830306,-112.06876055,2016-01-01,2016-04-20,Shrub/scrub,52,2016
PE-1D,Retired early,33.43499182,-111.90406077,2000-11-01,2001-01-01,Open water,11,2001
PE-1D,Retired early,33.43499182,-111.90406077,2001-01-01,2006-01-01,Open water,11,2001
PE-1D,Retired early,33.43499182,-111.90406077,2006-01-01,2011-01-01,Open water,11,2006
PE-1D,Retired early,33.43499182,-111.90406077,2011-01-01,2016-01-01,Open water,11,2011
PE-1D,Retired early,33.43499182,-111.90406077,2016-01-01,2016-05-02,Open water,11,2016
PN-1B,Retired early,33.54746413,-111.65684525,2000-11-02,2001-01-01,Open water,11,2001
PN-1B,Retired early,33.54746413,-111.65684525,2001-01-01,2006-01-01,Open water,11,2001
PN-1B,Retired early,33.54746413,-111.65684525,2006-01-01,2011-01-01,Open water,11,2006
PN-1B,Retired early,33.54746413,-111.65684525,2011-01-01,2016-01-01,Open water,11,2011
PN-1B,Retired early,33.54746413,-111.65684525,2016-01-01,2016-05-03,Open water,11,2016
PN-2A,Retired early,33.63757429,-111.66807055,2001-05-05,2006-01-01,Woody wetlands,90,2001
PN-2A,Retired early,33.63757429,-111.66807055,2006-01-01,2011-01-01,Woody wetlands,90,2006
PN-2A,Retired early,33.63757429,-111.66807055,2011-01-01,2016-01-01,Woody wetlands,90,2011
PN-2A,Retired early,33.63757429,-111.66807055,2016-01-01,2016-04-21,Woody wetlands,90,2016
PN-7A,Retired early,33.88142221,-111.95861145,2000-11-10,2001-01-01,Shrub/scrub,52,2001
PN-7A,Retired early,33.88142221,-111.95861145,2001-01-01,2006-01-01,Shrub/scrub,52,2001
PN-7A,Retired early,33.88142221,-111.95861145,2006-01-01,2011-01-01,Shrub/scrub,52,2006
PN-7A,Retired early,33.88142221,-111.95861145,2011-01-01,2016-01-01,Shrub/scrub,52,2011
PN-7A,Retired early,33.88142221,-111.95861145,2016-01-01,2016-05-04,Shrub/scrub,52,2016
